,E,xmax,Nevent,size_1,size_2,dist_1,dist_2,zenith,azimuth,xc_1,yc_1,xc_2,yc_2,a_1,b_1,a_2,b_2,Xint,Yint,theta_int,Xground,Yground,nwidth,errorON,source_x,source_y
4845,5.4631300000000005,368.6,287041,110.412,85.5295,1.4670100000000001,1.78617,56.84018219836263,0.541882,1.46441,0.0872747,0.522833,-1.70793,0.184981,-0.18361349999999999,-6.56275,1.72328958,0.2825991551826829,-0.13133802567515213,91.81635515420888,-28.69949770152462,-12.803470240442266,-0.6569769785057742,0.3798710950407424,-0.0205091154,0.097632333
4846,4.2649,339.214,287076,149.957,165.766,1.1353799999999998,0.903275,53.127874052151,0.5961029999999999,0.745391,0.856433,-0.13154200000000002,-0.893645,1.0908799999999998,0.0433021536,2.31949,-0.588535236,0.514270101659599,0.6043091220984232,19.188920566404015,191.32355517827347,179.8856125903175,-1.3350145622659224,0.8622137601220478,-0.052212081599999995,-0.045698958000000005
4847,28.4999,381.57099999999997,287251,549.057,296.035,1.7102400000000002,2.6861099999999998,52.191088057112104,0.758221,-1.3525200000000002,1.04672,-2.5648299999999997,-0.798039,-0.9242809999999999,-0.20338466400000002,0.393131,0.210274542,-0.3139938045197706,0.08683384363533805,64.20794503214658,113.86295314597314,-64.64352190071382,0.07128615787354053,0.2602024001474201,-0.0744580782,-0.014792554799999998
4848,28.4999,381.57099999999997,287253,113.74799999999999,954.1039999999999,3.06697,1.3515,52.191088057112104,0.758221,1.5774299999999999,2.63021,0.767486,1.1124399999999999,1.6704900000000003,-0.00486459396,1.3493899999999999,0.076799286,0.2543253813765179,0.41998341237565945,5.635374273162407,-724.116645957492,-1269.289171539498,1.4591577619327953,0.5401821609243099,0.014557987800000002,-0.0640706796
4849,28.4999,381.57099999999997,287254,191.02700000000002,196.373,3.04544,2.6775900000000004,52.191088057112104,0.758221,3.04544,0.00117678,1.9525700000000001,-1.83221,0.0148309,-0.0439898148,-1.03863,0.195785658,0.2276073775495607,-0.040614192544300216,46.935253494754534,-170.73878005751482,1.7799967349205201,0.2786592923883485,0.2545643066583939,-0.0230186808,-0.0852187338
4850,9.30607,310.10900000000004,287295,62.1458,319.724,2.08488,0.672153,50.46201602296631,0.5226930000000001,1.46859,1.47986,0.659927,-0.127618,0.9579850000000001,0.07296939179999999,-0.31895100000000004,0.08286655139999999,0.007750709197641852,0.08039445495070292,61.46085414244502,-191.35596642213295,-193.73311747283196,0.8700019210235843,0.054297985195140425,-0.0015674743799999997,0.0269020008
4851,9.30607,310.10900000000004,287299,152.588,86.6729,1.42909,1.6709900000000002,50.46201602296631,0.5226930000000001,1.42909,0.0,0.71608,-1.50978,,,7.06607,-6.569648819999999,,,,,,,,0.07624886759999999,0.053521194599999995
4852,4.908869999999999,329.184,287343,77.6611,94.3786,1.51167,1.17785,55.87102408789884,0.471729,-0.305831,1.48041,-1.16264,-0.188677,-5.0606,-0.06728274,0.098333,-0.07435074419999999,0.0013700515591111555,-0.07421602292003791,84.43808338010463,-9.629033298230754,217.00734544952783,-0.37808904871832716,0.05642051435303456,0.0575012358,-0.0685094832
4853,6.13561,362.376,287355,96.7845,276.966,1.7861799999999999,1.17268,59.28545147642196,0.5722149999999999,1.56564,0.8597739999999999,0.578076,-1.02029,0.48592799999999997,0.098984862,-1.75879,-0.00358024014,-0.04569175377040679,0.07678195947385377,86.29503603082547,-89.12217897837886,-69.49124500229003,-1.2255967865140776,0.12510832577758615,0.0309304026,-0.0221176782
4854,26.4926,391.722,287394,87.8309,86.4384,2.71139,3.17683,59.30281209761442,0.366687,2.5775799999999998,-0.8412649999999999,1.4649,-2.81892,-0.344731,0.0473069178,-1.83938,-0.124400106,-0.11488116862219826,0.08691001794029904,42.448119276676245,-114.84735375706823,48.11985227178275,1.087918134656691,0.05920177706048863,-0.0566169966,0.0764154162
4855,23.0553,437.80800000000005,287401,462.70599999999996,141.905,2.26876,3.02969,57.114056024435165,0.151066,2.1721,-0.6551819999999999,1.12386,-2.81353,-0.306091,0.0096782103,-2.6265400000000003,0.13834628999999998,0.05544964776213568,-0.007294427833159874,52.13784046272859,-74.12994314944832,26.018443093486404,-0.2031641914920854,0.03628240926590489,0.033720483600000004,0.021761667
4856,23.0553,437.80800000000005,287403,107.522,226.998,2.76147,2.25799,57.114056024435165,0.151066,2.6416,0.804784,1.8425200000000002,-1.30523,0.250623,0.142737336,-0.7561859999999999,0.0880634466,-0.0543041325613895,0.12912747138506686,51.16589529662268,-202.4820956583907,-64.72990812291701,-0.28249225414308066,0.12442919959689859,-0.0822423258,0.007875324719999998
4857,2.24169,322.26099999999997,287412,134.96,71.8287,0.89791,1.33155,53.70375393203699,0.7707609999999999,-0.128601,0.888653,-1.06447,-0.799949,-2.34845,0.58664061,0.9610709999999999,0.223082262,0.10985225596090792,0.3286580794886058,110.79785304966693,33.19664277426585,24.654687725921804,-1.9853314040063266,0.3489301581589007,-0.056073814199999995,0.0217040202
4858,10.0702,338.218,287426,159.458,336.20300000000003,1.33889,1.05881,51.073476581929924,0.799312,1.2301600000000001,0.528517,0.44051899999999994,-0.962815,0.39059499999999997,0.048022075799999994,-1.60474,-0.255893904,-0.15231326058030356,-0.011470722216363673,79.4061096127341,-94.51373570654684,-46.44881098818412,0.5838239958506533,0.09358670814113791,-0.061240197600000004,0.01007386272
4859,6.663889999999999,292.712,287502,88.0153,244.53400000000002,1.27877,0.8804139999999999,50.17318799844086,0.5139699999999999,-0.171579,1.26721,-0.86815,-0.146439,-360.39599999999996,-60.569179199999994,0.429821,0.226711116,-0.16849096372180083,0.15429016148213037,113.10006905487181,-54.64657006015933,26852.899145473573,0.015144843437239153,0.24367973304584645,-0.0570892662,-0.06243425820000001
4860,3.93099,367.00800000000004,287562,60.5318,239.6,1.7643099999999998,0.68777,55.213153947529634,0.0232236,1.13947,1.34699,0.34191900000000003,-0.596757,1.73216,-0.6267509640000001,-1.51995,-0.0770572494,0.16902679017622407,-0.3339695191283518,116.65999123549102,-92.15800638058907,-214.25648041703988,-4.158768844051727,0.30307170073743195,0.020234629799999997,-0.0699366636
